Text,Date,No_of_likes,No_of_comments,Year,Clean_Text,Sentiment,Confidence
Loksabha election update 2024: चुनावों पर चर्चा के लिए जम्मू-कश्मीर के नेताओं के साथ बैठक करेंगे खड़गे #LoksabhaElection2024 #Congress #RahulGandhi #LatestNews #DailyLine @INCIndia https://dailyline.in/Loksabha-election-update-2024:-Kharge-will-meet-with-leaders-of-Jammu-and-Kashmir-to-discuss-elections,2023-12-25 10:12:00,0,0,2024,Loksabha election update 2024: चुनावों पर चर्चा के लिए जम्मू-कश्मीर के नेताओं के साथ बैठक करेंगे खड़गे LoksabhaElection2024 Congress RahulGandhi LatestNews DailyLine,neutral,0.874798595905304
"Union Minister @ianuragthakur moves The Press and Registration of Periodicals Bill, 2023 in #LokSabha for consideration and passing . #WinterSession2023",2023-12-21 08:26:00,68,0,2024,"Union Minister moves The Press and Registration of Periodicals Bill, 2023 in LokSabha for consideration and passing . WinterSession2023",neutral,0.9290598630905151
Loksabha Election Opinion Poll 2024 https://invidious.perennialte.ch/Y21mXuYhgLY?si=2uLySNAeTUvhiLMU via @YouTube,2023-12-25 10:10:00,0,0,2024,Loksabha Election Opinion Poll 2024 via,neutral,0.9262206554412842
ఎంపీ ఎన్నికలపై బీజేపీ ప్లాన్.. రంగంలోకి దిగిన అమిత్ షా..! | Amit Shah | Lok Sabha Polls | hmtv #hmtvnews #hmtv,2023-12-25 10:09:00,3,0,2024,ఎంపీ ఎన్నికలపై బీజేపీ ప్లాన్.. రంగంలోకి దిగిన అమిత్ షా..! | Amit Shah | Lok Sabha Polls | hmtv hmtvnews hmtv,neutral,0.7887632846832275
"WATCH | ओपिनियन पोल पर JDU की प्रतिक्रिया, JDU ने बिहार के सर्वे को स्वीकार किया देखिए '12 से 2- पॉलिटिकल शो' @vivekstake के साथ https://abplive.com/live-tv #AbpCVoter #OponionPolls #Loksabha #Bihar",2023-12-25 07:21:00,42,1,2024,"WATCH | ओपिनियन पोल पर JDU की प्रतिक्रिया, JDU ने बिहार के सर्वे को स्वीकार किया देखिए '12 से 2- पॉलिटिकल शो' के साथ AbpCVoter OponionPolls Loksabha Bihar",neutral,0.8688221573829651
Plan seems to be afoot to suck India into some kind of a war and confine Modi to Delhi so that he is unable to conduct election tours throughout the country for the 2024 Lok Sabha election. Stop Modi to defeat BJP.,2023-12-25 10:08:00,0,0,2024,Plan seems to be afoot to suck India into some kind of a war and confine Modi to Delhi so that he is unable to conduct election tours throughout the country for the 2024 Lok Sabha election. Stop Modi to defeat BJP.,negative,0.796984076499939
No Alternative to BJP. They will easily get 350-375+ seats in 2024 Lok Sabha elections due to their outstanding work. -Vetran Actor Nana Patekar,2023-12-25 10:06:00,1,0,2024,No Alternative to BJP. They will easily get 350-375+ seats in 2024 Lok Sabha elections due to their outstanding work. -Vetran Actor Nana Patekar,positive,0.7163214087486267
Defence Minister Rajnath Singh and Lok Sabha Speaker Om Birla arrive in Haridwar; received by Uttarakhand Chief Minister Pushkar Singh Dhami,2023-12-25 07:54:00,95,2,2024,Defence Minister Rajnath Singh and Lok Sabha Speaker Om Birla arrive in Haridwar; received by Uttarakhand Chief Minister Pushkar Singh Dhami,neutral,0.9277288913726807
"VIDEO | ""BJP will be winning all the 11 Lok Sabha seats in Chhattisgarh. Congress leader Sachin Pilot has been made the in charge of Chhattisgarh, he will again take the party to margins in the state,"" says BJP leader @brijmohan_ag.",2023-12-24 10:40:00,132,0,2024,"VIDEO | ""BJP will be winning all the 11 Lok Sabha seats in Chhattisgarh. Congress leader Sachin Pilot has been made the in charge of Chhattisgarh, he will again take the party to margins in the state,"" says BJP leader .",positive,0.7211415767669678
"Lok Sabha recorded 74% productivity, says Speaker https://timesofindia.indiatimes.com/india/lok-sabha-recorded-74-productivity-says-speaker/articleshow/106195067.cms",2023-12-22 05:49:00,28,2,2024,"Lok Sabha recorded 74% productivity, says Speaker",neutral,0.5826239585876465
"Birthday wishes to the Speaker of the Lok Sabha, Shri Om Birla Ji. His distinguished leadership and commitment to upholding the parliamentary traditions and democratic values of our nation are truly admirable. As the Presiding officer of the Lok Sabha, he has always focused on ensuring young MPs and women MPs get the opportunity to speak and enrich parliamentary discourse. May this year bring him good health, happiness and continued success in all his endeavors. @ombirlakota",2023-11-23 05:04:00,21598,381,2024,"Birthday wishes to the Speaker of the Lok Sabha, Shri Om Birla Ji. His distinguished leadership and commitment to upholding the parliamentary traditions and democratic values of our nation are truly admirable. As the Presiding officer of the Lok Sabha, he has always focused on ensuring young MPs and women MPs get the opportunity to speak and enrich parliamentary discourse. May this year bring him good health, happiness and continued success in all his endeavors.",positive,0.9695202112197876
"Today, on Good Governance Day, as the nation celebrates the life of former Prime Minister Atal Bihari Vajpayee, we want to emphasize the role of the youth in fostering government awareness among the people. #GoodGovernanceDay #AtalBihariVajpayee #MYBharat",2023-12-25 03:33:00,17,0,2024,"Today, on Good Governance Day, as the nation celebrates the life of former Prime Minister Atal Bihari Vajpayee, we want to emphasize the role of the youth in fostering government awareness among the people. GoodGovernanceDay AtalBihariVajpayee MYBharat",positive,0.9140622615814209
"ABP CVoter Lok Sabha Opinion Poll 2024 Bihar : 40 seats BJP : 16-18 | 39% Vote Share MGB : 21-23 | 43% OTH : 0-2 | 18% It seems that this survey is overestimating the strength of JDU, but in reality MGB will not be able to touch double digits in Bihar in 2024 LS elections.",2023-12-24 16:04:00,413,18,2024,"ABP CVoter Lok Sabha Opinion Poll 2024 Bihar : 40 seats BJP : 16-18 | 39% Vote Share MGB : 21-23 | 43% OTH : 0-2 | 18% It seems that this survey is overestimating the strength of JDU, but in reality MGB will not be able to touch double digits in Bihar in 2024 LS elections.",neutral,0.6641693115234375
"Central Govt. has introduced new Criminal Law Bills in Lok Sabha 1⃣Bharatiya Nyaya (Second) Sanhita, 2023 2⃣Bharatiya Nagarik Suraksha (Second) Sanhita, 2023 3⃣Bharatiya Sakshya (Second) Adhiniyam, 2023 We have merged the pdf files of these bills obtained from the Parliament website (https://sansad.in/ls/legislation/bills ) and shared in our telegram (https://t.me/CiteCase/327 ) and whatsapp groups (https://chat.whatsapp.com/CDJ4AwB28D43oJHb0ngx8G )",2023-12-12 14:15:00,86,9,2024,"Central Govt. has introduced new Criminal Law Bills in Lok Sabha 1⃣Bharatiya Nyaya (Second) Sanhita, 2023 2⃣Bharatiya Nagarik Suraksha (Second) Sanhita, 2023 3⃣Bharatiya Sakshya (Second) Adhiniyam, 2023 We have merged the pdf files of these bills obtained from the Parliament website ( ) and shared in our telegram ( ) and whatsapp groups ( )",neutral,0.9064372181892395
"Telecommunication Bill 2023"" Context- The Lok Sabha on December 20, 2023 passed the Telecom Bill 2023, which replaced existing laws, including the 138 year old Indian Telegraph Act, 1885 & Indian Wireless Telegraphy Act, 1933. Regulation of Telecom Sector The telecom sector in India has been governed under three laws. The Indian Telegraph Act (ITA) 1885. The Indian Wireless Telegraphy Act, (IWTA) 1993 The Telegraph Wires (Unlawful Possession) Act (TWA) 1950.",2023-12-25 06:52:00,31,1,2024,"Telecommunication Bill 2023"" Context- The Lok Sabha on December 20, 2023 passed the Telecom Bill 2023, which replaced existing laws, including the 138 year old Indian Telegraph Act, 1885 & Indian Wireless Telegraphy Act, 1933. Regulation of Telecom Sector The telecom sector in India has been governed under three laws. The Indian Telegraph Act (ITA) 1885. The Indian Wireless Telegraphy Act, (IWTA) 1993 The Telegraph Wires (Unlawful Possession) Act (TWA) 1950.",neutral,0.88582444190979
"The newly passed criminal law bills, ironically, retain their colonial spirit. An edit. #AmitShah #criminallaws #crpc #sedition #ModiGovt #Parliament #LokSabha #RajyaSabha @leo_mukherjee https://www.telegraphindia.com/opinion/old-imprint-editorial-on-the-new-criminal-law-bills-passed-by-the-parliament/cid/1989119",2023-12-25 08:30:00,0,0,2024,"The newly passed criminal law bills, ironically, retain their colonial spirit. An edit. AmitShah criminallaws crpc sedition ModiGovt Parliament LokSabha RajyaSabha",negative,0.5013808608055115
Delusional .. Modi has a cult following and he will win for sure .. The only question is whether he will cross 400 or stay above 300 seats in the Lok Sabha .. জাগো ব্যানার্জী বাবু আজকের বাস্তবতার মুখোমুখি হোন,2023-12-25 09:58:00,0,0,2024,Delusional .. Modi has a cult following and he will win for sure .. The only question is whether he will cross 400 or stay above 300 seats in the Lok Sabha .. জাগো ব্যানার্জী বাবু আজকের বাস্তবতার মুখোমুখি হোন,neutral,0.5637487769126892
"#BREAKING | We saved people from COVID and hunger during the pandemic. We were the only ones to give free vaccines in the world. We never cared about religion or communities, It really hurt me that you linked it to religion: Union Min Anurag Thakur addresses Lok Sabha Tune in - https://invidious.perennialte.ch/WLhOI2OOsdo #Parliament #RajyaSabha #LokSabha #Congress #BJP #AnuragThakur",2023-12-21 10:37:00,126,8,2024,"BREAKING | We saved people from COVID and hunger during the pandemic. We were the only ones to give free vaccines in the world. We never cared about religion or communities, It really hurt me that you linked it to religion: Union Min Anurag Thakur addresses Lok Sabha Tune in - Parliament RajyaSabha LokSabha Congress BJP AnuragThakur",negative,0.6563591361045837
Bihar Loksabha 2024 Opinion Poll (C-Voter) INDIA 23 (43%) NDA 16 (39%) OTH 01 (18%) BJP is getting a dent of 4 seats considering their alliance holds their Loksabha.,2023-12-24 14:52:00,29,1,2024,Bihar Loksabha 2024 Opinion Poll (C-Voter) INDIA 23 (43%) NDA 16 (39%) OTH 01 (18%) BJP is getting a dent of 4 seats considering their alliance holds their Loksabha.,neutral,0.875996470451355
"Yes absolutely, churning of total upheaval,transfer of power will occur during Loksabha elections,BJP will garner more than 23 Lok Sabha seats,TMC will be routed thoroughly.",2023-12-25 09:30:00,3,0,2024,"Yes absolutely, churning of total upheaval,transfer of power will occur during Loksabha elections,BJP will garner more than 23 Lok Sabha seats,TMC will be routed thoroughly.",neutral,0.586247980594635
"Addressed the locals at Lepakshi Gram Panchayat of Hindupur Loksabha constituency as a part of #ViksitBharatSanklapYatra. Met beneficiaries of Modi govt's citizen-centric schemes, witnessing firsthand the impact of 'Modi ki Guarantee vaali gaadi' in spreading awareness.",2023-12-24 10:17:00,42,1,2024,"Addressed the locals at Lepakshi Gram Panchayat of Hindupur Loksabha constituency as a part of ViksitBharatSanklapYatra. Met beneficiaries of Modi govt's citizen-centric schemes, witnessing firsthand the impact of 'Modi ki Guarantee vaali gaadi' in spreading awareness.",positive,0.7024797201156616
"Indigenous production of electronic goods in the country more than doubled to Rs 8.25 lakh crore in 2022-23 from Rs 3.88 lakh crore in 2017-18, MoS for Electronics and IT Rajeev Chandrasekhar in a written reply to the Lok Sabha said",2023-12-25 09:56:00,1,0,2024,"Indigenous production of electronic goods in the country more than doubled to Rs 8.25 lakh crore in 2022-23 from Rs 3.88 lakh crore in 2017-18, MoS for Electronics and IT Rajeev Chandrasekhar in a written reply to the Lok Sabha said",neutral,0.8290398120880127
Brij Bhushan has also won the loksabha seats,2023-12-25 09:55:00,0,0,2024,Brij Bhushan has also won the loksabha seats,neutral,0.7492142915725708
#ParliamentAttack2023 #LokSabhaSecurity The visitor’s pass that was found with one of the attackers has the name #SagarSharma for #LokSabha Public Gallery #Parliament and was allegedly issued from office of #BJP MP #PratapSimha from #Mysuru #Karnataka @ranjona @BhavikaKapoor5,2023-12-13 09:36:00,17,0,2024,ParliamentAttack2023 LokSabhaSecurity The visitor’s pass that was found with one of the attackers has the name SagarSharma for LokSabha Public Gallery Parliament and was allegedly issued from office of BJP MP PratapSimha from Mysuru Karnataka,neutral,0.7618873715400696
1. A new and important telecommunications bill passed in the Lok Sabha on Dec. 20 and in the Rajya Sabha on Dec. 21. This bill paves the way for satellite-based services in India.,2023-12-25 09:55:00,0,1,2024,1. A new and important telecommunications bill passed in the Lok Sabha on Dec. 20 and in the Rajya Sabha on Dec. 21. This bill paves the way for satellite-based services in India.,positive,0.8920021653175354
